n_generation,n_variation,n_format,structure,text_task,text_prompt,image_prompt,model_response,expected_response,match,node_font,node_color,edge_width,task_id,attempt,num_nodes
3,2,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,,images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-fe05f052-1247-4133-9ab6-0a5dae5093e3.png," [54, 25, 11, 79, 61, 81, 96]","[54, 25, 11, 79, 61, 81, 96]",True,sans-serif,#fee4b3,1.0,fe05f052-1247-4133-9ab6-0a5dae5093e3,2,7
3,2,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,,images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-fe05f052-1247-4133-9ab6-0a5dae5093e3.png," [54, 25, 11, 79, 61, 81, 96]","[54, 25, 11, 79, 61, 81, 96]",True,sans-serif,#fee4b3,1.0,fe05f052-1247-4133-9ab6-0a5dae5093e3,3,7
3,2,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,,images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-fe05f052-1247-4133-9ab6-0a5dae5093e3.png," `[96, 11, 54, 25, 81, 79, 61]`","[96, 11, 54, 25, 81, 79, 61]",True,sans-serif,#fee4b3,1.0,fe05f052-1247-4133-9ab6-0a5dae5093e3,1,7
3,2,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,,images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-fe05f052-1247-4133-9ab6-0a5dae5093e3.png," `[96, 11, 54, 25, 81, 79, 61]`","[96, 11, 54, 25, 81, 79, 61]",True,sans-serif,#fee4b3,1.0,fe05f052-1247-4133-9ab6-0a5dae5093e3,2,7
3,2,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,,images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-fe05f052-1247-4133-9ab6-0a5dae5093e3.png," `[96, 11, 54, 25, 81, 79, 61]`","[96, 11, 54, 25, 81, 79, 61]",True,sans-serif,#fee4b3,1.0,fe05f052-1247-4133-9ab6-0a5dae5093e3,3,7
3,2,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,,images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-fe05f052-1247-4133-9ab6-0a5dae5093e3.png," `[54, 11, 25, 96, 79, 81, 61]`","[54, 11, 25, 96, 79, 81, 61]",True,sans-serif,#fee4b3,1.0,fe05f052-1247-4133-9ab6-0a5dae5093e3,1,7
3,2,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,,images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-fe05f052-1247-4133-9ab6-0a5dae5093e3.png," `[54, 11, 25, 96, 79, 81, 61]`","[54, 11, 25, 96, 79, 81, 61]",True,sans-serif,#fee4b3,1.0,fe05f052-1247-4133-9ab6-0a5dae5093e3,2,7
3,2,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,,images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-fe05f052-1247-4133-9ab6-0a5dae5093e3.png," `[54, 11, 25, 96, 79, 81, 61]`","[54, 11, 25, 96, 79, 81, 61]",True,sans-serif,#fee4b3,1.0,fe05f052-1247-4133-9ab6-0a5dae5093e3,3,7
3,3,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,,images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-8e576f7a-0994-4bb4-b2ec-91d17114cf6d.png," [69, 15, 48, 64, 27, 52, 44]","[69, 15, 48, 64, 27, 52, 44]",True,sans-serif,#fee4b3,1.0,8e576f7a-0994-4bb4-b2ec-91d17114cf6d,1,7
3,3,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,,images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-8e576f7a-0994-4bb4-b2ec-91d17114cf6d.png," [69, 15, 48, 64, 27, 52, 44]","[69, 15, 48, 64, 27, 52, 44]",True,sans-serif,#fee4b3,1.0,8e576f7a-0994-4bb4-b2ec-91d17114cf6d,2,7
3,3,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,,images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-8e576f7a-0994-4bb4-b2ec-91d17114cf6d.png," [69, 15, 48, 64, 27, 52, 44]","[69, 15, 48, 64, 27, 52, 44]",True,sans-serif,#fee4b3,1.0,8e576f7a-0994-4bb4-b2ec-91d17114cf6d,3,7
3,3,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,,images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-8e576f7a-0994-4bb4-b2ec-91d17114cf6d.png," [44, 48, 69, 15, 52, 64, 27]","[44, 48, 69, 15, 52, 64, 27]",True,sans-serif,#fee4b3,1.0,8e576f7a-0994-4bb4-b2ec-91d17114cf6d,1,7
3,3,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,,images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-8e576f7a-0994-4bb4-b2ec-91d17114cf6d.png," [44, 48, 69, 15, 52, 64, 27]","[44, 48, 69, 15, 52, 64, 27]",True,sans-serif,#fee4b3,1.0,8e576f7a-0994-4bb4-b2ec-91d17114cf6d,2,7
3,3,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,,images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-8e576f7a-0994-4bb4-b2ec-91d17114cf6d.png," [44, 48, 69, 15, 52, 64, 27]","[44, 48, 69, 15, 52, 64, 27]",True,sans-serif,#fee4b3,1.0,8e576f7a-0994-4bb4-b2ec-91d17114cf6d,3,7
3,3,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,,images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-8e576f7a-0994-4bb4-b2ec-91d17114cf6d.png," [69, 15, 48, 44, 64, 52, 27]","[69, 48, 15, 44, 64, 52, 27]",False,sans-serif,#fee4b3,1.0,8e576f7a-0994-4bb4-b2ec-91d17114cf6d,1,7
3,3,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,,images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-8e576f7a-0994-4bb4-b2ec-91d17114cf6d.png," [69, 15, 48, 44, 64, 52, 27]","[69, 48, 15, 44, 64, 52, 27]",False,sans-serif,#fee4b3,1.0,8e576f7a-0994-4bb4-b2ec-91d17114cf6d,2,7
3,3,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,,images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-8e576f7a-0994-4bb4-b2ec-91d17114cf6d.png," [69, 15, 48, 44, 64, 52, 27]","[69, 48, 15, 44, 64, 52, 27]",False,sans-serif,#fee4b3,1.0,8e576f7a-0994-4bb4-b2ec-91d17114cf6d,3,7
1,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-edc80bba-7d75-409a-bb4e-e47ad55a4840.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2, 4, 5], 4: [2, 3], 5: [3]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1, 5], 4: [3, 5], 5: [4, 3]}",False,sans-serif,#fee4b3,1.0,edc80bba-7d75-409a-bb4e-e47ad55a4840,1,5
1,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-edc80bba-7d75-409a-bb4e-e47ad55a4840.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2, 4, 5], 4: [2, 3], 5: [3]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1, 5], 4: [3, 5], 5: [4, 3]}",False,sans-serif,#fee4b3,1.0,edc80bba-7d75-409a-bb4e-e47ad55a4840,2,5
1,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-edc80bba-7d75-409a-bb4e-e47ad55a4840.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2, 4, 5], 4: [2, 3, 5], 5: [3, 4]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1, 5], 4: [3, 5], 5: [4, 3]}",False,sans-serif,#fee4b3,1.0,edc80bba-7d75-409a-bb4e-e47ad55a4840,3,5
1,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-edc80bba-7d75-409a-bb4e-e47ad55a4840.png," [4, 3, 2, 1, 5]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,edc80bba-7d75-409a-bb4e-e47ad55a4840,1,5
1,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-edc80bba-7d75-409a-bb4e-e47ad55a4840.png," [4, 3, 1, 2, 5]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,edc80bba-7d75-409a-bb4e-e47ad55a4840,2,5
1,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-edc80bba-7d75-409a-bb4e-e47ad55a4840.png," [3, 2, 1, 5, 4]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,edc80bba-7d75-409a-bb4e-e47ad55a4840,3,5
1,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-edc80bba-7d75-409a-bb4e-e47ad55a4840.png," [3, 4, 1, 5, 2]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,edc80bba-7d75-409a-bb4e-e47ad55a4840,1,5
1,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-edc80bba-7d75-409a-bb4e-e47ad55a4840.png," [3, 4, 5, 1, 2]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,edc80bba-7d75-409a-bb4e-e47ad55a4840,2,5
1,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-edc80bba-7d75-409a-bb4e-e47ad55a4840.png," [3, 4, 2, 1, 5]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,edc80bba-7d75-409a-bb4e-e47ad55a4840,3,5
1,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6aff1e4f-d62e-4385-b971-d6b388ca31cd.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2, 4, 5], 4: [2, 3, 5], 5: [3, 4]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1, 5], 4: [3, 5], 5: [4, 3]}",False,sans-serif,#fee4b3,1.0,6aff1e4f-d62e-4385-b971-d6b388ca31cd,1,5
1,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6aff1e4f-d62e-4385-b971-d6b388ca31cd.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2, 4, 5], 4: [2, 3], 5: [3]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1, 5], 4: [3, 5], 5: [4, 3]}",False,sans-serif,#fee4b3,1.0,6aff1e4f-d62e-4385-b971-d6b388ca31cd,2,5
1,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6aff1e4f-d62e-4385-b971-d6b388ca31cd.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2, 4, 5], 4: [2, 3, 5], 5: [3, 4]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1, 5], 4: [3, 5], 5: [4, 3]}",False,sans-serif,#fee4b3,1.0,6aff1e4f-d62e-4385-b971-d6b388ca31cd,3,5
1,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6aff1e4f-d62e-4385-b971-d6b388ca31cd.png," [4, 3, 1, 2, 5]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,6aff1e4f-d62e-4385-b971-d6b388ca31cd,1,5
1,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6aff1e4f-d62e-4385-b971-d6b388ca31cd.png," [4, 3, 1, 2, 5]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,6aff1e4f-d62e-4385-b971-d6b388ca31cd,2,5
1,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6aff1e4f-d62e-4385-b971-d6b388ca31cd.png," [4, 3, 1, 2, 5]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,6aff1e4f-d62e-4385-b971-d6b388ca31cd,3,5
1,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6aff1e4f-d62e-4385-b971-d6b388ca31cd.png," [3, 4, 1, 5, 2]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,6aff1e4f-d62e-4385-b971-d6b388ca31cd,1,5
1,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6aff1e4f-d62e-4385-b971-d6b388ca31cd.png," [3, 4, 1, 5, 2]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,6aff1e4f-d62e-4385-b971-d6b388ca31cd,2,5
1,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6aff1e4f-d62e-4385-b971-d6b388ca31cd.png," [3, 4, 1, 5, 2]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,6aff1e4f-d62e-4385-b971-d6b388ca31cd,3,5
1,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5db52022-ed8c-4f79-bf0c-e371117491f0.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2, 4, 5], 4: [2, 3, 5], 5: [3, 4]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1, 5], 4: [3, 5], 5: [4, 3]}",False,sans-serif,#fee4b3,1.0,5db52022-ed8c-4f79-bf0c-e371117491f0,1,5
1,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5db52022-ed8c-4f79-bf0c-e371117491f0.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2, 4, 5], 4: [2, 3, 5], 5: [3, 4]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1, 5], 4: [3, 5], 5: [4, 3]}",False,sans-serif,#fee4b3,1.0,5db52022-ed8c-4f79-bf0c-e371117491f0,2,5
1,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5db52022-ed8c-4f79-bf0c-e371117491f0.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2, 4, 5], 4: [2, 3, 5], 5: [3, 4]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1, 5], 4: [3, 5], 5: [4, 3]}",False,sans-serif,#fee4b3,1.0,5db52022-ed8c-4f79-bf0c-e371117491f0,3,5
1,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5db52022-ed8c-4f79-bf0c-e371117491f0.png," [4, 3, 1, 2, 5]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,5db52022-ed8c-4f79-bf0c-e371117491f0,1,5
1,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5db52022-ed8c-4f79-bf0c-e371117491f0.png," [4, 3, 1, 2, 5]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,5db52022-ed8c-4f79-bf0c-e371117491f0,2,5
1,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5db52022-ed8c-4f79-bf0c-e371117491f0.png," [4, 3, 1, 2, 5]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,5db52022-ed8c-4f79-bf0c-e371117491f0,3,5
1,3,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5db52022-ed8c-4f79-bf0c-e371117491f0.png," ```python\n[3, 4, 1, 5, 2]\n```","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,5db52022-ed8c-4f79-bf0c-e371117491f0,1,5
1,3,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5db52022-ed8c-4f79-bf0c-e371117491f0.png," [3, 4, 1, 5, 2]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,5db52022-ed8c-4f79-bf0c-e371117491f0,2,5
1,3,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5db52022-ed8c-4f79-bf0c-e371117491f0.png," [3, 4, 1, 5, 2]","[1, 2, 3, 4, 5]",False,sans-serif,#fee4b3,1.0,5db52022-ed8c-4f79-bf0c-e371117491f0,3,5
2,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2], 4: [2]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1], 4: [3]}",False,sans-serif,#fee4b3,1.0,87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f,1,4
2,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2], 4: [2]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1], 4: [3]}",False,sans-serif,#fee4b3,1.0,87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f,2,4
2,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2], 4: [2]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1], 4: [3]}",False,sans-serif,#fee4b3,1.0,87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f,3,4
2,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f,1,4
2,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f,2,4
2,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f,3,4
2,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f,1,4
2,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f.png," [3, 4, 1, 2]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f,2,4
2,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-4_gen-2_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,87aee6fd-94f3-4c5f-aeaf-49b6044c0f5f,3,4
2,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-786ba272-be00-454b-87be-37c0d0986e43.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2], 4: [2]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1], 4: [3]}",False,sans-serif,#fee4b3,1.0,786ba272-be00-454b-87be-37c0d0986e43,1,4
2,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-786ba272-be00-454b-87be-37c0d0986e43.png," ```py\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2], 4: [2]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1], 4: [3]}",False,sans-serif,#fee4b3,1.0,786ba272-be00-454b-87be-37c0d0986e43,2,4
2,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,,images/undirected_graph/ug_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-786ba272-be00-454b-87be-37c0d0986e43.png," ```python\ngraph = {1: [2, 3], 2: [1, 3, 4], 3: [1, 2], 4: [2]}\n```","{1: [2, 3], 2: [1, 3], 3: [2, 4, 1], 4: [3]}",False,sans-serif,#fee4b3,1.0,786ba272-be00-454b-87be-37c0d0986e43,3,4
2,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-786ba272-be00-454b-87be-37c0d0986e43.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,786ba272-be00-454b-87be-37c0d0986e43,1,4
2,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,,images/undirected_graph/ug_run-5_gen-2_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-786ba272-be00-454b-87be-37c0d0986e43.png," [3, 1, 2, 4]","[1, 2, 3, 4]",False,sans-serif,#fee4b3,1.0,786ba272-be00-454b-87be-37c0d0986e43,2,4
