n_generation,n_variation,n_format,structure,text_task,text_prompt,image_prompt,model_response,extracted_response,expected_response,match,node_font,node_color,edge_width,task_id,attempt,num_nodes
3,1,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the post-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6b2971ab-7e9b-474d-9937-4fc71fe4b7b8.png," [69, 71, 4, 26, 79, 1, 27, 77, 91]","'69, 71, 4, 26, 79, 1, 27, 77, 91'","[69, 71, 4, 26, 79, 1, 27, 77, 91]",True,sans-serif,#fee4b3,1.0,3efe925d-1b3c-4a88-83b2-164993b2fb21,3,9
3,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6b2971ab-7e9b-474d-9937-4fc71fe4b7b8.png," `[91, 79, 4, 69, 71, 26, 77, 1, 27]`","'91, 79, 4, 69, 71, 26, 77, 1, 27'","[91, 79, 4, 69, 71, 26, 77, 1, 27]",True,sans-serif,#fee4b3,1.0,d07a5b09-2674-4a1a-8254-2ea43cd40f17,1,9
3,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6b2971ab-7e9b-474d-9937-4fc71fe4b7b8.png," `[91, 79, 4, 69, 71, 26, 77, 1, 27]`","'91, 79, 4, 69, 71, 26, 77, 1, 27'","[91, 79, 4, 69, 71, 26, 77, 1, 27]",True,sans-serif,#fee4b3,1.0,d07a5b09-2674-4a1a-8254-2ea43cd40f17,2,9
3,1,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6b2971ab-7e9b-474d-9937-4fc71fe4b7b8.png," `[91, 79, 4, 69, 71, 26, 77, 1, 27]`","'91, 79, 4, 69, 71, 26, 77, 1, 27'","[91, 79, 4, 69, 71, 26, 77, 1, 27]",True,sans-serif,#fee4b3,1.0,d07a5b09-2674-4a1a-8254-2ea43cd40f17,3,9
3,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6b2971ab-7e9b-474d-9937-4fc71fe4b7b8.png," [4, 69, 71, 79, 26, 91, 1, 77, 27]","'4, 69, 71, 79, 26, 91, 1, 77, 27'","[69, 4, 71, 79, 26, 91, 1, 77, 27]",False,sans-serif,#fee4b3,1.0,a9f3bf7e-0b8c-4acd-8a69-46aa84bc7b3c,1,9
3,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6b2971ab-7e9b-474d-9937-4fc71fe4b7b8.png," [4, 69, 71, 79, 26, 91, 1, 77, 27]","'4, 69, 71, 79, 26, 91, 1, 77, 27'","[69, 4, 71, 79, 26, 91, 1, 77, 27]",False,sans-serif,#fee4b3,1.0,a9f3bf7e-0b8c-4acd-8a69-46aa84bc7b3c,2,9
3,1,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-7_gen-3_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-6b2971ab-7e9b-474d-9937-4fc71fe4b7b8.png," [4, 69, 71, 79, 26, 91, 1, 77, 27]","'4, 69, 71, 79, 26, 91, 1, 77, 27'","[69, 4, 71, 79, 26, 91, 1, 77, 27]",False,sans-serif,#fee4b3,1.0,a9f3bf7e-0b8c-4acd-8a69-46aa84bc7b3c,3,9
3,2,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the post-order traversal of the binary tree.',images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-1fe9e661-8290-4405-a50b-8fc9b9c23311.png," [71, 74, 84, 94, 73, 52, 63, 20, 24]","'71, 74, 84, 94, 73, 52, 63, 20, 24'","[71, 74, 84, 73, 94, 52, 63, 20, 24]",False,sans-serif,#fee4b3,1.0,a83a0c6b-f945-4d76-a722-220e2d2fae7f,1,9
3,2,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the post-order traversal of the binary tree.',images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-1fe9e661-8290-4405-a50b-8fc9b9c23311.png," [71, 74, 84, 94, 73, 52, 63, 20, 24]","'71, 74, 84, 94, 73, 52, 63, 20, 24'","[71, 74, 84, 73, 94, 52, 63, 20, 24]",False,sans-serif,#fee4b3,1.0,a83a0c6b-f945-4d76-a722-220e2d2fae7f,2,9
3,2,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the post-order traversal of the binary tree.',images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-1fe9e661-8290-4405-a50b-8fc9b9c23311.png," `[71, 74, 84, 94, 73, 52, 63, 20, 24]`","'71, 74, 84, 94, 73, 52, 63, 20, 24'","[71, 74, 84, 73, 94, 52, 63, 20, 24]",False,sans-serif,#fee4b3,1.0,a83a0c6b-f945-4d76-a722-220e2d2fae7f,3,9
3,2,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-1fe9e661-8290-4405-a50b-8fc9b9c23311.png," `[24, 94, 84, 71, 74, 73, 20, 52, 63]`","'24, 94, 84, 71, 74, 73, 20, 52, 63'","[24, 94, 84, 71, 74, 73, 20, 52, 63]",True,sans-serif,#fee4b3,1.0,31d5d924-403e-4e7a-a08f-f618b13db826,1,9
3,2,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-1fe9e661-8290-4405-a50b-8fc9b9c23311.png," ```python\n[24, 94, 84, 71, 74, 73, 20, 52, 63]\n```","'24, 94, 84, 71, 74, 73, 20, 52, 63'","[24, 94, 84, 71, 74, 73, 20, 52, 63]",True,sans-serif,#fee4b3,1.0,31d5d924-403e-4e7a-a08f-f618b13db826,2,9
3,2,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-1fe9e661-8290-4405-a50b-8fc9b9c23311.png," `[24, 94, 84, 71, 74, 73, 20, 52, 63]`","'24, 94, 84, 71, 74, 73, 20, 52, 63'","[24, 94, 84, 71, 74, 73, 20, 52, 63]",True,sans-serif,#fee4b3,1.0,31d5d924-403e-4e7a-a08f-f618b13db826,3,9
3,2,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-1fe9e661-8290-4405-a50b-8fc9b9c23311.png," [71, 84, 74, 94, 73, 24, 52, 20, 63]","'71, 84, 74, 94, 73, 24, 52, 20, 63'","[71, 84, 74, 94, 73, 24, 52, 20, 63]",True,sans-serif,#fee4b3,1.0,48a09344-e699-4e81-be1a-fc862356a9de,1,9
3,2,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-1fe9e661-8290-4405-a50b-8fc9b9c23311.png," `[84, 71, 74, 94, 73, 24, 52, 20, 63]`","'84, 71, 74, 94, 73, 24, 52, 20, 63'","[71, 84, 74, 94, 73, 24, 52, 20, 63]",False,sans-serif,#fee4b3,1.0,48a09344-e699-4e81-be1a-fc862356a9de,2,9
3,2,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-8_gen-3_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-1fe9e661-8290-4405-a50b-8fc9b9c23311.png," `[71, 84, 74, 94, 73, 24, 52, 20, 63]`","'71, 84, 74, 94, 73, 24, 52, 20, 63'","[71, 84, 74, 94, 73, 24, 52, 20, 63]",True,sans-serif,#fee4b3,1.0,48a09344-e699-4e81-be1a-fc862356a9de,3,9
3,3,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the post-order traversal of the binary tree.',images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5944481f-7b9b-4b43-ac3f-92e5af2ec28c.png," [24, 63, 81, 2, 81, 25, 31, 93, 20]","'24, 63, 81, 2, 81, 25, 31, 93, 20'","[24, 81, 63, 81, 2, 25, 31, 93, 20]",False,sans-serif,#fee4b3,1.0,240e418d-6371-4b08-baeb-daaf6039e1f6,1,9
3,3,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the post-order traversal of the binary tree.',images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5944481f-7b9b-4b43-ac3f-92e5af2ec28c.png," `[24, 63, 81, 2, 81, 25, 31, 93, 20]`","'24, 63, 81, 2, 81, 25, 31, 93, 20'","[24, 81, 63, 81, 2, 25, 31, 93, 20]",False,sans-serif,#fee4b3,1.0,240e418d-6371-4b08-baeb-daaf6039e1f6,2,9
3,3,1,binary_tree,Provide a single-line python list representing the post-order traversal of the binary tree.,'Provide a single-line python list representing the post-order traversal of the binary tree.',images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5944481f-7b9b-4b43-ac3f-92e5af2ec28c.png," `[24, 63, 81, 2, 81, 25, 31, 93, 20]`","'24, 63, 81, 2, 81, 25, 31, 93, 20'","[24, 81, 63, 81, 2, 25, 31, 93, 20]",False,sans-serif,#fee4b3,1.0,240e418d-6371-4b08-baeb-daaf6039e1f6,3,9
3,3,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5944481f-7b9b-4b43-ac3f-92e5af2ec28c.png," `[20, 2, 63, 24, 81, 81, 93, 25, 31]`","'20, 2, 63, 24, 81, 81, 93, 25, 31'","[20, 2, 63, 24, 81, 81, 93, 25, 31]",True,sans-serif,#fee4b3,1.0,81c1c3fe-b365-4d69-bcc9-f472e5f63e97,1,9
3,3,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5944481f-7b9b-4b43-ac3f-92e5af2ec28c.png," [20, 2, 63, 24, 81, 81, 93, 25, 31]","'20, 2, 63, 24, 81, 81, 93, 25, 31'","[20, 2, 63, 24, 81, 81, 93, 25, 31]",True,sans-serif,#fee4b3,1.0,81c1c3fe-b365-4d69-bcc9-f472e5f63e97,2,9
3,3,1,binary_tree,Provide a single-line python list representing the pre-order traversal of the binary tree.,'Provide a single-line python list representing the pre-order traversal of the binary tree.',images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5944481f-7b9b-4b43-ac3f-92e5af2ec28c.png," [20, 2, 63, 24, 81, 81, 93, 25, 31]","'20, 2, 63, 24, 81, 81, 93, 25, 31'","[20, 2, 63, 24, 81, 81, 93, 25, 31]",True,sans-serif,#fee4b3,1.0,81c1c3fe-b365-4d69-bcc9-f472e5f63e97,3,9
3,3,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5944481f-7b9b-4b43-ac3f-92e5af2ec28c.png," `[24, 63, 81, 2, 81, 20, 25, 93, 31]`","'24, 63, 81, 2, 81, 20, 25, 93, 31'","[24, 63, 81, 2, 81, 20, 25, 93, 31]",True,sans-serif,#fee4b3,1.0,e7ff4abc-7e88-4606-8f22-ea6e510259b8,1,9
3,3,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5944481f-7b9b-4b43-ac3f-92e5af2ec28c.png," `[24, 63, 81, 2, 81, 20, 25, 93, 31]`","'24, 63, 81, 2, 81, 20, 25, 93, 31'","[24, 63, 81, 2, 81, 20, 25, 93, 31]",True,sans-serif,#fee4b3,1.0,e7ff4abc-7e88-4606-8f22-ea6e510259b8,2,9
3,3,1,binary_tree,Provide a single-line python list representing the in-order traversal of the binary tree.,'Provide a single-line python list representing the in-order traversal of the binary tree.',images/binary_tree/bit_run-9_gen-3_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-5944481f-7b9b-4b43-ac3f-92e5af2ec28c.png," `[24, 63, 81, 2, 81, 20, 25, 93, 31]`","'24, 63, 81, 2, 81, 20, 25, 93, 31'","[24, 63, 81, 2, 81, 20, 25, 93, 31]",True,sans-serif,#fee4b3,1.0,e7ff4abc-7e88-4606-8f22-ea6e510259b8,3,9
1,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python dictionary representing the adjacency list of the undirected graph.',images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-585a3cee-76f5-4b9f-b8e6-997b7d75f76a.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,e9642ae1-fabc-47b8-bfdf-f822e41bb8dd,1,3
1,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python dictionary representing the adjacency list of the undirected graph.',images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-585a3cee-76f5-4b9f-b8e6-997b7d75f76a.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,e9642ae1-fabc-47b8-bfdf-f822e41bb8dd,2,3
1,1,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python dictionary representing the adjacency list of the undirected graph.',images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-585a3cee-76f5-4b9f-b8e6-997b7d75f76a.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,e9642ae1-fabc-47b8-bfdf-f822e41bb8dd,3,3
1,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-585a3cee-76f5-4b9f-b8e6-997b7d75f76a.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,17f7c61b-52f5-4711-bf8b-b03708993f2d,1,3
1,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-585a3cee-76f5-4b9f-b8e6-997b7d75f76a.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,17f7c61b-52f5-4711-bf8b-b03708993f2d,2,3
1,1,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-585a3cee-76f5-4b9f-b8e6-997b7d75f76a.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,17f7c61b-52f5-4711-bf8b-b03708993f2d,3,3
1,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-585a3cee-76f5-4b9f-b8e6-997b7d75f76a.png," [1, 2, 3]","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,badbc2f6-0834-4f4b-876c-4ac54c678439,1,3
1,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-585a3cee-76f5-4b9f-b8e6-997b7d75f76a.png," ```python\n[1, 2, 3]\n```","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,badbc2f6-0834-4f4b-876c-4ac54c678439,2,3
1,1,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-1_gen-1_var-1_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-585a3cee-76f5-4b9f-b8e6-997b7d75f76a.png," ```python\n[1, 2, 3]\n```","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,badbc2f6-0834-4f4b-876c-4ac54c678439,3,3
1,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python dictionary representing the adjacency list of the undirected graph.',images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b42d942e-955a-452a-9be9-9d92b6076232.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,8e4aa5a3-360c-402c-81ba-747df53ee938,1,3
1,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python dictionary representing the adjacency list of the undirected graph.',images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b42d942e-955a-452a-9be9-9d92b6076232.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,8e4aa5a3-360c-402c-81ba-747df53ee938,2,3
1,2,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python dictionary representing the adjacency list of the undirected graph.',images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b42d942e-955a-452a-9be9-9d92b6076232.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,8e4aa5a3-360c-402c-81ba-747df53ee938,3,3
1,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b42d942e-955a-452a-9be9-9d92b6076232.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,ec60d311-033d-46be-a7a8-b99a7775457b,1,3
1,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b42d942e-955a-452a-9be9-9d92b6076232.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,ec60d311-033d-46be-a7a8-b99a7775457b,2,3
1,2,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b42d942e-955a-452a-9be9-9d92b6076232.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,ec60d311-033d-46be-a7a8-b99a7775457b,3,3
1,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b42d942e-955a-452a-9be9-9d92b6076232.png," ```python\n[1, 2, 3]\n```","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,d1265ff7-f78b-425a-9719-4307fc51ec91,1,3
1,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b42d942e-955a-452a-9be9-9d92b6076232.png," ```python\n[1, 3, 2]\n```","'1, 3, 2'","[1, 2, 3]",False,sans-serif,#fee4b3,1.0,d1265ff7-f78b-425a-9719-4307fc51ec91,2,3
1,2,1,undirected_graph,Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the breadth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-2_gen-1_var-2_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-b42d942e-955a-452a-9be9-9d92b6076232.png," [1, 2, 3]","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,d1265ff7-f78b-425a-9719-4307fc51ec91,3,3
1,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python dictionary representing the adjacency list of the undirected graph.',images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-da0dac18-8225-4b76-908a-1be3b5b83613.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,6e23751e-63d3-4a48-bee9-c5c8cf9d6671,1,3
1,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python dictionary representing the adjacency list of the undirected graph.',images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-da0dac18-8225-4b76-908a-1be3b5b83613.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,6e23751e-63d3-4a48-bee9-c5c8cf9d6671,2,3
1,3,1,undirected_graph,Provide a single-line python dictionary representing the adjacency list of the undirected graph.,'Provide a single-line python dictionary representing the adjacency list of the undirected graph.',images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-da0dac18-8225-4b76-908a-1be3b5b83613.png," ```python\ngraph = {1: [2, 3], 2: [1, 3], 3: [1, 2]}\n```","'1: [2, 3], 2: [1, 3], 3: [1, 2]'","{1: [2, 3], 2: [1, 3], 3: [2, 1]}",False,sans-serif,#fee4b3,1.0,6e23751e-63d3-4a48-bee9-c5c8cf9d6671,3,3
1,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-da0dac18-8225-4b76-908a-1be3b5b83613.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,bd478e76-1875-4542-8f86-6a1f46131b92,1,3
1,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-da0dac18-8225-4b76-908a-1be3b5b83613.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,bd478e76-1875-4542-8f86-6a1f46131b92,2,3
1,3,1,undirected_graph,Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.,'Provide a single-line python list representing the depth-first search of the undirected graph starting from the vertex with the smallest value.',images/undirected_graph/ug_run-3_gen-1_var-3_fmt-1_thk-10_clr-88d7fe_fnt-sansserif_idn-da0dac18-8225-4b76-908a-1be3b5b83613.png," `[1, 2, 3]`","'1, 2, 3'","[1, 2, 3]",True,sans-serif,#fee4b3,1.0,bd478e76-1875-4542-8f86-6a1f46131b92,3,3
