run_id,generation_id,variation_id,format_id,attempt_id,structure,task,text_prompt,image_prompt,response,predicted,ground_truth,match,similarity,node_font,node_color,node_shape,edge_width,arrow_style,num_nodes,resolution,task_id,image_id
47,3,1,1,2,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_3-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_46ebd7e3-786c-4aed-b244-c8fd2901e6bd.png," [1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[1, 2, 3, 5, 4]",False,60.0,sans-serif,#fee4b3,o,1.0,-|>,5,512,da122d8a-9fac-426b-b3ee-299e5dd4b994,46ebd7e3-786c-4aed-b244-c8fd2901e6bd
48,3,1,1,3,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_3-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_46ebd7e3-786c-4aed-b244-c8fd2901e6bd.png," [2, 3, 1, 5, 4]","[2, 3, 1, 5, 4]","[1, 2, 3, 5, 4]",False,60.0,sans-serif,#fee4b3,o,1.0,-|>,5,512,da122d8a-9fac-426b-b3ee-299e5dd4b994,46ebd7e3-786c-4aed-b244-c8fd2901e6bd
49,3,1,1,1,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_3-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_46ebd7e3-786c-4aed-b244-c8fd2901e6bd.png," [1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",True,100.0,sans-serif,#fee4b3,o,1.0,-|>,5,512,9155a537-2570-41a2-aa2e-c87a6890059a,46ebd7e3-786c-4aed-b244-c8fd2901e6bd
50,3,1,1,2,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_3-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_46ebd7e3-786c-4aed-b244-c8fd2901e6bd.png," [1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",True,100.0,sans-serif,#fee4b3,o,1.0,-|>,5,512,9155a537-2570-41a2-aa2e-c87a6890059a,46ebd7e3-786c-4aed-b244-c8fd2901e6bd
51,3,1,1,3,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_3-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_46ebd7e3-786c-4aed-b244-c8fd2901e6bd.png," [1, 2, 5, 4, 3]","[1, 2, 5, 4, 3]","[1, 2, 3, 4, 5]",False,60.0,sans-serif,#fee4b3,o,1.0,-|>,5,512,9155a537-2570-41a2-aa2e-c87a6890059a,46ebd7e3-786c-4aed-b244-c8fd2901e6bd
52,3,1,1,1,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_3-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_46ebd7e3-786c-4aed-b244-c8fd2901e6bd.png," ```pythongraph = {1: [2], 2: [1, 3, 5], 3: [4], 4: [5], 5: []}```","{1: [2], 2: [1, 3, 5], 3: [4], 4: [5], 5: []}","{1: [2], 2: [3, 5, 1], 3: [4], 4: [5], 5: [4]}",False,80.0,sans-serif,#fee4b3,o,1.0,-|>,5,512,09f48396-7909-43d8-8274-bf288fb4dd1f,46ebd7e3-786c-4aed-b244-c8fd2901e6bd
53,3,1,1,2,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_3-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_46ebd7e3-786c-4aed-b244-c8fd2901e6bd.png," ```pythongraph = {1: [2], 2: [1, 3, 5], 3: [2, 4], 4: [5], 5: [4, 2]}```","{1: [2], 2: [1, 3, 5], 3: [2, 4], 4: [5], 5: [4, 2]}","{1: [2], 2: [3, 5, 1], 3: [4], 4: [5], 5: [4]}",False,80.0,sans-serif,#fee4b3,o,1.0,-|>,5,512,09f48396-7909-43d8-8274-bf288fb4dd1f,46ebd7e3-786c-4aed-b244-c8fd2901e6bd
54,3,1,1,3,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_3-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_46ebd7e3-786c-4aed-b244-c8fd2901e6bd.png," ```pythongraph = {1: [2], 2: [3, 5], 3: [4], 4: [5]}```","{1: [2], 2: [3, 5], 3: [4], 4: [5]}","{1: [2], 2: [3, 5, 1], 3: [4], 4: [5], 5: [4]}",False,73.33333333333333,sans-serif,#fee4b3,o,1.0,-|>,5,512,09f48396-7909-43d8-8274-bf288fb4dd1f,46ebd7e3-786c-4aed-b244-c8fd2901e6bd
55,4,1,1,1,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f2f4ab1a-6147-4fee-9232-91ffd45b2f81.png," [1, 2, 3, 6, 4, 5]","[1, 2, 3, 6, 4, 5]","[1, 2, 6, 3, 5, 4]",False,50.0,sans-serif,#fee4b3,o,1.0,->,6,512,8b8fcdd3-ea67-4960-8ef0-495a9778ebbb,f2f4ab1a-6147-4fee-9232-91ffd45b2f81
56,4,1,1,2,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f2f4ab1a-6147-4fee-9232-91ffd45b2f81.png," [1, 2, 3, 6, 4, 5]","[1, 2, 3, 6, 4, 5]","[1, 2, 6, 3, 5, 4]",False,50.0,sans-serif,#fee4b3,o,1.0,->,6,512,8b8fcdd3-ea67-4960-8ef0-495a9778ebbb,f2f4ab1a-6147-4fee-9232-91ffd45b2f81
57,4,1,1,3,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f2f4ab1a-6147-4fee-9232-91ffd45b2f81.png," [1, 2, 3, 6, 4, 5]","[1, 2, 3, 6, 4, 5]","[1, 2, 6, 3, 5, 4]",False,50.0,sans-serif,#fee4b3,o,1.0,->,6,512,8b8fcdd3-ea67-4960-8ef0-495a9778ebbb,f2f4ab1a-6147-4fee-9232-91ffd45b2f81
58,4,1,1,2,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f2f4ab1a-6147-4fee-9232-91ffd45b2f81.png," [1, 2, 3, 6, 4, 5]","[1, 2, 3, 6, 4, 5]","[1, 2, 3, 4, 5, 6]",False,66.66666666666666,sans-serif,#fee4b3,o,1.0,->,6,512,df3381cd-3c53-4df5-9bfa-547fc6159ca9,f2f4ab1a-6147-4fee-9232-91ffd45b2f81
59,4,1,1,1,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f2f4ab1a-6147-4fee-9232-91ffd45b2f81.png," [1, 2, 3, 6, 4, 5]","[1, 2, 3, 6, 4, 5]","[1, 2, 3, 4, 5, 6]",False,66.66666666666666,sans-serif,#fee4b3,o,1.0,->,6,512,df3381cd-3c53-4df5-9bfa-547fc6159ca9,f2f4ab1a-6147-4fee-9232-91ffd45b2f81
60,4,1,1,3,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f2f4ab1a-6147-4fee-9232-91ffd45b2f81.png," [1, 2, 3, 6, 4, 5]","[1, 2, 3, 6, 4, 5]","[1, 2, 3, 4, 5, 6]",False,66.66666666666666,sans-serif,#fee4b3,o,1.0,->,6,512,df3381cd-3c53-4df5-9bfa-547fc6159ca9,f2f4ab1a-6147-4fee-9232-91ffd45b2f81
61,4,1,1,1,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f2f4ab1a-6147-4fee-9232-91ffd45b2f81.png," ```pythongraph = {1: [2, 3], 2: [3, 5], 3: [4, 5], 4: [6], 5: [6]}```","{1: [2, 3], 2: [3, 5], 3: [4, 5], 4: [6], 5: [6]}","{1: [2, 6], 2: [3, 1], 3: [4, 6], 4: [5], 5: [6], 6: [5, 1]}",False,33.33333333333333,sans-serif,#fee4b3,o,1.0,->,6,512,b7e1022c-b969-40e8-8873-aa6763140567,f2f4ab1a-6147-4fee-9232-91ffd45b2f81
62,4,1,1,3,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f2f4ab1a-6147-4fee-9232-91ffd45b2f81.png," ```pythongraph = {1: [2, 3], 2: [3, 5], 3: [4, 5], 4: [6], 5: [6]}```","{1: [2, 3], 2: [3, 5], 3: [4, 5], 4: [6], 5: [6]}","{1: [2, 6], 2: [3, 1], 3: [4, 6], 4: [5], 5: [6], 6: [5, 1]}",False,33.33333333333333,sans-serif,#fee4b3,o,1.0,->,6,512,b7e1022c-b969-40e8-8873-aa6763140567,f2f4ab1a-6147-4fee-9232-91ffd45b2f81
63,4,1,1,1,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_dd732adc-60b6-45bf-8e0f-a3c124b03c39.png," [1, 2, 3, 6, 4, 5]","[1, 2, 3, 6, 4, 5]","[1, 2, 6, 3, 5, 4]",False,50.0,sans-serif,#fee4b3,o,1.0,-|>,6,512,e947ef65-efe5-4340-8fa7-d6c7db5c8c30,dd732adc-60b6-45bf-8e0f-a3c124b03c39
64,4,1,1,2,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_dd732adc-60b6-45bf-8e0f-a3c124b03c39.png," [1, 2, 3, 6, 4, 5]","[1, 2, 3, 6, 4, 5]","[1, 2, 6, 3, 5, 4]",False,50.0,sans-serif,#fee4b3,o,1.0,-|>,6,512,e947ef65-efe5-4340-8fa7-d6c7db5c8c30,dd732adc-60b6-45bf-8e0f-a3c124b03c39
65,4,1,1,2,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f2f4ab1a-6147-4fee-9232-91ffd45b2f81.png," ```pythongraph = {1: [2, 3], 2: [3, 5], 3: [4, 5], 4: [6], 5: [6]}```","{1: [2, 3], 2: [3, 5], 3: [4, 5], 4: [6], 5: [6]}","{1: [2, 6], 2: [3, 1], 3: [4, 6], 4: [5], 5: [6], 6: [5, 1]}",False,33.33333333333333,sans-serif,#fee4b3,o,1.0,->,6,512,b7e1022c-b969-40e8-8873-aa6763140567,f2f4ab1a-6147-4fee-9232-91ffd45b2f81
66,4,1,1,1,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_dd732adc-60b6-45bf-8e0f-a3c124b03c39.png," [1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]",True,100.0,sans-serif,#fee4b3,o,1.0,-|>,6,512,e7d6aae5-cc00-4765-8a0f-c51927fcfd27,dd732adc-60b6-45bf-8e0f-a3c124b03c39
67,4,1,1,2,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_dd732adc-60b6-45bf-8e0f-a3c124b03c39.png," [1, 2, 3, 6, 5, 4]","[1, 2, 3, 6, 5, 4]","[1, 2, 3, 4, 5, 6]",False,66.66666666666666,sans-serif,#fee4b3,o,1.0,-|>,6,512,e7d6aae5-cc00-4765-8a0f-c51927fcfd27,dd732adc-60b6-45bf-8e0f-a3c124b03c39
68,4,1,1,3,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_dd732adc-60b6-45bf-8e0f-a3c124b03c39.png," [1, 2, 3, 6, 4, 5]","[1, 2, 3, 6, 4, 5]","[1, 2, 6, 3, 5, 4]",False,50.0,sans-serif,#fee4b3,o,1.0,-|>,6,512,e947ef65-efe5-4340-8fa7-d6c7db5c8c30,dd732adc-60b6-45bf-8e0f-a3c124b03c39
69,4,1,1,3,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_dd732adc-60b6-45bf-8e0f-a3c124b03c39.png," [1, 2, 3, 6, 5, 4]","[1, 2, 3, 6, 5, 4]","[1, 2, 3, 4, 5, 6]",False,66.66666666666666,sans-serif,#fee4b3,o,1.0,-|>,6,512,e7d6aae5-cc00-4765-8a0f-c51927fcfd27,dd732adc-60b6-45bf-8e0f-a3c124b03c39
70,4,1,1,2,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_dd732adc-60b6-45bf-8e0f-a3c124b03c39.png," ```pythongraph = {1: [2, 3], 2: [1, 5], 3: [4, 5], 4: [5, 6], 5: [6], 6: []}```","{1: [2, 3], 2: [1, 5], 3: [4, 5], 4: [5, 6], 5: [6], 6: []}","{1: [2, 6], 2: [3, 1], 3: [4, 6], 4: [5], 5: [6], 6: [5, 1]}",False,41.66666666666667,sans-serif,#fee4b3,o,1.0,-|>,6,512,c7b0b29e-5d59-4aa3-9efb-06feeb24c38b,dd732adc-60b6-45bf-8e0f-a3c124b03c39
71,4,1,1,1,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_dd732adc-60b6-45bf-8e0f-a3c124b03c39.png," ```pythongraph = {1: [2, 3], 2: [1, 5], 3: [4, 5], 4: [5, 6], 5: [6], 6: []}```","{1: [2, 3], 2: [1, 5], 3: [4, 5], 4: [5, 6], 5: [6], 6: []}","{1: [2, 6], 2: [3, 1], 3: [4, 6], 4: [5], 5: [6], 6: [5, 1]}",False,41.66666666666667,sans-serif,#fee4b3,o,1.0,-|>,6,512,c7b0b29e-5d59-4aa3-9efb-06feeb24c38b,dd732adc-60b6-45bf-8e0f-a3c124b03c39
72,4,1,1,3,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_4-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_dd732adc-60b6-45bf-8e0f-a3c124b03c39.png," ```pythongraph = {1: [2, 3], 2: [1, 5], 3: [4, 5], 4: [5, 6], 5: [6], 6: []}```","{1: [2, 3], 2: [1, 5], 3: [4, 5], 4: [5, 6], 5: [6], 6: []}","{1: [2, 6], 2: [3, 1], 3: [4, 6], 4: [5], 5: [6], 6: [5, 1]}",False,41.66666666666667,sans-serif,#fee4b3,o,1.0,-|>,6,512,c7b0b29e-5d59-4aa3-9efb-06feeb24c38b,dd732adc-60b6-45bf-8e0f-a3c124b03c39
73,5,1,1,1,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,100.0,sans-serif,#fee4b3,o,1.0,->,7,512,36350135-bcf3-4a51-8b1a-47dec117017a,f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a
74,5,1,1,2,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,100.0,sans-serif,#fee4b3,o,1.0,->,7,512,36350135-bcf3-4a51-8b1a-47dec117017a,f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a
75,5,1,1,3,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,100.0,sans-serif,#fee4b3,o,1.0,->,7,512,36350135-bcf3-4a51-8b1a-47dec117017a,f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a
76,5,1,1,1,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a.png," [1, 4, 2, 3, 5, 6, 7]","[1, 4, 2, 3, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",False,71.42857142857143,sans-serif,#fee4b3,o,1.0,->,7,512,8ec4b3a1-1cf7-4df9-82a5-b68ce962d429,f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a
77,5,1,1,2,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a.png," [1, 4, 2, 3, 5, 6, 7]","[1, 4, 2, 3, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",False,71.42857142857143,sans-serif,#fee4b3,o,1.0,->,7,512,8ec4b3a1-1cf7-4df9-82a5-b68ce962d429,f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a
78,5,1,1,3,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a.png," [1, 4, 2, 3, 5, 6, 7]","[1, 4, 2, 3, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",False,71.42857142857143,sans-serif,#fee4b3,o,1.0,->,7,512,8ec4b3a1-1cf7-4df9-82a5-b68ce962d429,f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a
79,5,1,1,1,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a.png," ```pythongraph = {1: [4], 2: [4], 3: [4, 5], 4: [1, 2, 5, 6], 5: [6], 6: [7], 7: []}```","{1: [4], 2: [4], 3: [4, 5], 4: [1, 2, 5, 6], 5: [6], 6: [7], 7: []}","{1: [2], 2: [3, 1, 4], 3: [4], 4: [5, 3, 1], 5: [6, 4], 6: [7, 4, 5], 7: [1]}",False,29.523809523809526,sans-serif,#fee4b3,o,1.0,->,7,512,fdc000e7-6b3c-418d-a796-93a6b392b311,f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a
80,5,1,1,2,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a.png," ```pythongraph = {1: [4], 2: [4], 3: [4, 2], 4: [5, 6], 5: [6], 6: [7], 7: []}```","{1: [4], 2: [4], 3: [4, 2], 4: [5, 6], 5: [6], 6: [7], 7: []}","{1: [2], 2: [3, 1, 4], 3: [4], 4: [5, 3, 1], 5: [6, 4], 6: [7, 4, 5], 7: [1]}",False,27.38095238095238,sans-serif,#fee4b3,o,1.0,->,7,512,fdc000e7-6b3c-418d-a796-93a6b392b311,f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a
81,5,1,1,1,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_6b5d5bca-96a3-45fe-b515-9ec9db00bbcc.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,100.0,sans-serif,#fee4b3,o,1.0,-|>,7,512,00f8c77b-0474-409c-a21d-e9d6ebae2655,6b5d5bca-96a3-45fe-b515-9ec9db00bbcc
82,5,1,1,3,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a.png," ```pythongraph = {1: [4], 2: [4], 3: [4, 5], 4: [1, 2, 3, 5], 5: [6], 6: [5, 7], 7: []}```","{1: [4], 2: [4], 3: [4, 5], 4: [1, 2, 3, 5], 5: [6], 6: [5, 7], 7: []}","{1: [2], 2: [3, 1, 4], 3: [4], 4: [5, 3, 1], 5: [6, 4], 6: [7, 4, 5], 7: [1]}",False,39.28571428571428,sans-serif,#fee4b3,o,1.0,->,7,512,fdc000e7-6b3c-418d-a796-93a6b392b311,f4b8e4c1-afea-437b-ba90-0c9fe5d75a7a
83,5,1,1,2,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_6b5d5bca-96a3-45fe-b515-9ec9db00bbcc.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,100.0,sans-serif,#fee4b3,o,1.0,-|>,7,512,00f8c77b-0474-409c-a21d-e9d6ebae2655,6b5d5bca-96a3-45fe-b515-9ec9db00bbcc
84,5,1,1,3,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_6b5d5bca-96a3-45fe-b515-9ec9db00bbcc.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,100.0,sans-serif,#fee4b3,o,1.0,-|>,7,512,00f8c77b-0474-409c-a21d-e9d6ebae2655,6b5d5bca-96a3-45fe-b515-9ec9db00bbcc
85,5,1,1,1,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_6b5d5bca-96a3-45fe-b515-9ec9db00bbcc.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,100.0,sans-serif,#fee4b3,o,1.0,-|>,7,512,c4dedba4-2ac1-401c-a6ce-6eda1936d02b,6b5d5bca-96a3-45fe-b515-9ec9db00bbcc
86,5,1,1,2,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_6b5d5bca-96a3-45fe-b515-9ec9db00bbcc.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,100.0,sans-serif,#fee4b3,o,1.0,-|>,7,512,c4dedba4-2ac1-401c-a6ce-6eda1936d02b,6b5d5bca-96a3-45fe-b515-9ec9db00bbcc
87,5,1,1,3,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_5-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_6b5d5bca-96a3-45fe-b515-9ec9db00bbcc.png," [1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]","[1, 2, 3, 4, 5, 6, 7]",True,100.0,sans-serif,#fee4b3,o,1.0,-|>,7,512,c4dedba4-2ac1-401c-a6ce-6eda1936d02b,6b5d5bca-96a3-45fe-b515-9ec9db00bbcc
